source code,name,Canadian Heritage region code,"Canadian Heritage region name, english","Canadian Heritage region name, french",province code,"province name, english","province name, french",economic region code,"economic region name, english","economic region name, french",census division code,"census division name, english","census division name, french",census subdivision code,census subdivision name,dissemination area code,census metropolitan area code,census metropolitan area name,census metropolitan area type,Statistical Area Classification (SAC) type,Statistical Area Classification (SAC) code,latitude,longitude
35_B29050_864471,St Thomas Aquinas High School (secondary),pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3595,Northwest,Nord-ouest,cd3560,Kenora,Kenora,3560010,Kenora,35600277,35598,Kenora,ca with no census tracts,3,598,49.78232,-94.460297
35_B29050_864617,St Thomas Aquinas High School (Elementary),pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3595,Northwest,Nord-ouest,cd3560,Kenora,Kenora,3560010,Kenora,35600277,35598,Kenora,ca with no census tracts,3,598,49.78232,-94.460297
59_008_05,L V Rogers Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5940,Kootenay,Kootenay,cd5903,Central Kootenay,Central Kootenay,5903015,Nelson,59030145,0,0,0,6,998,49.501892,-117.271326
59_008_04,Trafalgar Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5940,Kootenay,Kootenay,cd5903,Central Kootenay,Central Kootenay,5903015,Nelson,59030153,0,0,0,6,998,49.486804,-117.287646
59_020_03,Rossland Summit School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5940,Kootenay,Kootenay,cd5905,Kootenay Boundary,Kootenay Boundary,5905023,Rossland,59050086,0,0,0,6,998,49.072067,-117.803372
59_020_01,Stanley Humphries Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5940,Kootenay,Kootenay,cd5903,Central Kootenay,Central Kootenay,5903045,Castlegar,59030181,0,0,0,6,998,49.319845,-117.659614
59_020_02,Twin Rivers Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5940,Kootenay,Kootenay,cd5903,Central Kootenay,Central Kootenay,5903045,Castlegar,59030181,0,0,0,6,998,49.321498,-117.659312
10_100_008,A. P. Low Primary,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1030,West Coast - Northern Peninsula - Labrador,Cìte-ouest - Northern Peninsula - Labrador,cd1010,Division No. 10,Division No. 10,1010032,Labrador City,10100089,0,0,0,6,998,52.938805,-66.912845
10_100_381,J.R. Smallwood Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1030,West Coast - Northern Peninsula - Labrador,Cìte-ouest - Northern Peninsula - Labrador,cd1010,Division No. 10,Division No. 10,1010034,Wabush,10100085,0,0,0,6,998,52.901296,-66.862227
10_100_477,Mealy Mountain Collegiate,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1030,West Coast - Northern Peninsula - Labrador,Cìte-ouest - Northern Peninsula - Labrador,cd1010,Division No. 10,Division No. 10,1010025,Happy Valley-Goose Bay,10100071,0,0,0,6,998,53.302251,-60.310097
10_100_010,Menihek High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1030,West Coast - Northern Peninsula - Labrador,Cìte-ouest - Northern Peninsula - Labrador,cd1010,Division No. 10,Division No. 10,1010032,Labrador City,10100089,0,0,0,6,998,52.937176,-66.911353
10_100_005,Peacock Primary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1030,West Coast - Northern Peninsula - Labrador,Cìte-ouest - Northern Peninsula - Labrador,cd1010,Division No. 10,Division No. 10,1010025,Happy Valley-Goose Bay,10100068,0,0,0,6,998,53.31024,-60.327542
10_100_004,Queen of Peace Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1030,West Coast - Northern Peninsula - Labrador,Cìte-ouest - Northern Peninsula - Labrador,cd1010,Division No. 10,Division No. 10,1010025,Happy Valley-Goose Bay,10100068,0,0,0,6,998,53.31024,-60.327542
35_B28061_004952,Agnew H Johnston Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3595,Northwest,Nord-ouest,cd3558,Thunder Bay,Thunder Bay,3558004,Thunder Bay,35580096,35595,Thunder Bay,cma,1,595,48.390482,-89.282456
35_B28061_130982,Claude E Garton Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3595,Northwest,Nord-ouest,cd3558,Thunder Bay,Thunder Bay,3558004,Thunder Bay,35580201,35595,Thunder Bay,cma,1,595,48.45872,-89.185841
35_B28061_236136,Ecole Gron Morgan Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3595,Northwest,Nord-ouest,cd3558,Thunder Bay,Thunder Bay,3558004,Thunder Bay,35580327,35595,Thunder Bay,cma,1,595,48.434562,-89.245088
35_B28061_915424,Hammarskjold High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3595,Northwest,Nord-ouest,cd3558,Thunder Bay,Thunder Bay,3558004,Thunder Bay,35580124,35595,Thunder Bay,cma,1,595,48.442021,-89.253034
48_24_02,Assumption Junior/Senior High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812002,Cold Lake,48120186,48845,Cold Lake,ca with no census tracts,3,845,54.411665,-110.203573
48_24_03,êcole Dr. Bernard Brosseau School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812009,Bonnyville,48120168,0,0,0,5,997,54.259785,-110.713764
48_24_04,êcole Notre-Dame Elementary School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812009,Bonnyville,48120164,0,0,0,5,997,54.265399,-110.734375
48_24_05,êcole Notre-Dame High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812004,Bonnyville No. 87,48120157,0,0,0,5,997,54.273497,-110.85841
48_24_06,Holy Cross Elementary School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812002,Cold Lake,48120186,48845,Cold Lake,ca with no census tracts,3,845,54.409983,-110.200195
48_24_01,Lakeland R. C. S. S. D. No. 150,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812009,Bonnyville,48120164,0,0,0,5,997,54.265908,-110.730177
48_24_07,St. Dominic School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4880,Wood Buffalo - Cold Lake,Wood Buffalo - Cold Lake,cd4812,Division No. 12,Division No. 12,4812002,Cold Lake,48120202,48845,Cold Lake,ca with no census tracts,3,845,54.461275,-110.166797
35_B66036_066370,Brooke Central School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538015,Brooke-Alvinston,35380264,0,0,0,5,997,42.821116,-81.869883
35_B66036_088609,Cathcart Boulevard Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538030,Sarnia,35380148,35562,Sarnia,ca with census tracts,2,562,43.010108,-82.360674
35_B66036_919322,Chatham-Kent Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3536,Chatham-Kent,Chatham-Kent,3536020,Chatham-Kent,35360259,35556,Chatham-Kent,ca with no census tracts,3,556,42.419955,-82.192886
35_B66036_258016,êcole Hillcrest Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538019,Petrolia,35380280,0,0,0,4,996,42.88684,-82.158087
35_B66036_185841,Errol Road Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538030,Sarnia,35380121,35562,Sarnia,ca with census tracts,2,562,43.004465,-82.37273
35_B66036_247197,Harwich-Raleigh Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3536,Chatham-Kent,Chatham-Kent,3536020,Chatham-Kent,35360357,35556,Chatham-Kent,ca with no census tracts,3,556,42.260318,-82.436208
35_B66036_255394,High Park Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538030,Sarnia,35380111,35562,Sarnia,ca with census tracts,2,562,42.980973,-82.371462
35_B66036_284386,John N Given Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3536,Chatham-Kent,Chatham-Kent,3536020,Chatham-Kent,35360364,35556,Chatham-Kent,ca with no census tracts,3,556,42.406684,-82.20718
35_B66036_921408,Lambton Central Collegiate and Vocational Institute,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538019,Petrolia,35380280,0,0,0,4,996,42.88684,-82.158087
35_B66036_356026,McNaughton Ave Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3536,Chatham-Kent,Chatham-Kent,3536020,Chatham-Kent,35360218,35556,Chatham-Kent,ca with no census tracts,3,556,42.419167,-82.182538
35_B66036_930636,Northern Collegiate Institute and Vocational School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538030,Sarnia,35380121,35562,Sarnia,ca with census tracts,2,562,42.997233,-82.373971
35_B66036_516074,Sir John Moore Community School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3570,Windsor - Sarnia,Windsor - Sarnia,cd3538,Lambton,Lambton,3538003,St. Clair,35380341,35562,Sarnia,ca with census tracts,2,562,42.872982,-82.439831
59_035_02,Aldergrove Community Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59152516,59933,Vancouver,cma,1,933,49.05563,-122.480307
59_035_06,Alex Hope Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59152407,59933,Vancouver,cma,1,933,49.158103,-122.642155
59_035_01,Belmont Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59152362,59933,Vancouver,cma,1,933,49.074774,-122.659263
59_035_08,Betty Gilbert Middle,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59153792,59933,Vancouver,cma,1,933,49.051218,-122.480097
59_035_03,Brookswood Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59153776,59933,Vancouver,cma,1,933,49.072054,-122.646167
59_035_04,James Kennedy Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59152414,59933,Vancouver,cma,1,933,49.167585,-122.634951
59_035_05,Noel Booth Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59152564,59933,Vancouver,cma,1,933,49.065632,-122.665727
59_035_07,Walnut Grove Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915001,Langley,59152414,59933,Vancouver,cma,1,933,49.166029,-122.639392
59_620_01,Pacific School of Innovation and Inquiry,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5917,Capital,Capital,5917034,Victoria,59170278,59935,Victoria,cma,1,935,48.422879,-123.34906
59_457_02,L'ecole Francaise Int'l Cousteau,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915046,North Vancouver,59151770,59933,Vancouver,cma,1,933,49.342172,-123.04366
48_25_02,êcole Agnes Davidson School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4810,Lethbridge - Medicine Hat,Lethbridge - Medicine Hat,cd4802,Division No. 2,Division No. 2,4802012,Lethbridge,48020121,48810,Lethbridge,ca with census tracts,2,810,49.671383,-112.812787
48_25_03,Gilbert Paterson Middle School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4810,Lethbridge - Medicine Hat,Lethbridge - Medicine Hat,cd4802,Division No. 2,Division No. 2,4802012,Lethbridge,48020114,48810,Lethbridge,ca with census tracts,2,810,49.680163,-112.810673
48_25_04,Lethbridge Collegiate Institute,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4810,Lethbridge - Medicine Hat,Lethbridge - Medicine Hat,cd4802,Division No. 2,Division No. 2,4802012,Lethbridge,48020136,48810,Lethbridge,ca with census tracts,2,810,49.693607,-112.809422
48_25_01,Lethbridge School District No. 51,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4810,Lethbridge - Medicine Hat,Lethbridge - Medicine Hat,cd4802,Division No. 2,Division No. 2,4802012,Lethbridge,48020099,48810,Lethbridge,ca with census tracts,2,810,49.694286,-112.820738
47_05_5861101,êcole Monseigneur Blaise Morand,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4750,Prince Albert,Prince Albert,cd4716,Division No. 16,Division No. 16,4716029,North Battleford,47160239,47735,North Battleford,ca with no census tracts,3,735,52.778887,-108.305669
47_05_5860803,John Paul II Collegiate,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4750,Prince Albert,Prince Albert,cd4716,Division No. 16,Division No. 16,4716029,North Battleford,47160239,47735,North Battleford,ca with no census tracts,3,735,52.778861,-108.303633
35_B66206_018791,AmherstView Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3511,Lennox and Addington,Lennox and Addington,3511005,Loyalist,35110092,35521,Kingston,cma,1,521,44.224904,-76.638368
35_B66206_226482,Ecole Sir John A. Macdonald Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100321,35521,Kingston,cma,1,521,44.26489,-76.449467
35_B66206_911135,Frontenac Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100089,35521,Kingston,cma,1,521,44.226789,-76.596387
35_B66206_245909,Harrowsmith Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100294,35521,Kingston,cma,1,521,44.297107,-76.560529
35_B66206_281786,James R Henderson Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100077,35521,Kingston,cma,1,521,44.229208,-76.574946
35_B66206_919977,Kingston Collegiate and Vocational Institute,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100170,35521,Kingston,cma,1,521,44.228732,-76.498224
35_B66206_599271,Module de l'Acadie,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100089,35521,Kingston,cma,1,521,44.226789,-76.596387
35_B66206_206199,Module Vanier,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100170,35521,Kingston,cma,1,521,44.228732,-76.498224
35_B66206_927902,Napanee District Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3511,Lennox and Addington,Lennox and Addington,3511015,Greater Napanee,35110117,0,0,0,5,997,44.248459,-76.959598
35_B66206_449873,Polson Park Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100065,35521,Kingston,cma,1,521,44.234753,-76.531483
35_B66206_483540,Rideau Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100188,35521,Kingston,cma,1,521,44.234866,-76.504738
35_B66206_551376,The Prince Charles School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3511,Lennox and Addington,Lennox and Addington,3511015,Greater Napanee,35110117,0,0,0,5,997,44.249143,-76.95705
48_26_02,êcole St. Joseph School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4870,Athabasca - Grande Prairie - Peace River,Athabasca - Grande Prairie - Peace River,cd4813,Division No. 13,Division No. 13,4813030,Whitecourt,48130280,0,0,0,6,998,54.130724,-115.674477
48_26_03,êcole St. Mary School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4870,Athabasca - Grande Prairie - Peace River,Athabasca - Grande Prairie - Peace River,cd4813,Division No. 13,Division No. 13,4813030,Whitecourt,48130283,0,0,0,6,998,54.140214,-115.702336
48_26_01,Living Waters Catholic Regional Division No. 42,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4870,Athabasca - Grande Prairie - Peace River,Athabasca - Grande Prairie - Peace River,cd4813,Division No. 13,Division No. 13,4813029,Woodlands County,48130276,0,0,0,6,998,54.087808,-115.643694
48_06_6060101,êcole St. Thomas Elementary,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4820,Camrose - Drumheller,Camrose - Drumheller,cd4810,Division No. 10,Division No. 10,4810039,Lloydminster (Part),48100352,48840,Lloydminster,ca with no census tracts,3,840,53.278159,-110.011792
48_06_6060203,Holy Rosary High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4820,Camrose - Drumheller,Camrose - Drumheller,cd4810,Division No. 10,Division No. 10,4810039,Lloydminster (Part),48100320,48840,Lloydminster,ca with no census tracts,3,840,53.261463,-110.04328
48_27_02,êcole St. Thomas,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4820,Camrose - Drumheller,Camrose - Drumheller,cd4810,Division No. 10,Division No. 10,4810039,Lloydminster (Part),48100320,48840,Lloydminster,ca with no census tracts,3,840,53.26852,-110.038513
48_27_03,Holy Rosary High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4820,Camrose - Drumheller,Camrose - Drumheller,cd4810,Division No. 10,Division No. 10,4810039,Lloydminster (Part),48100320,48840,Lloydminster,ca with no census tracts,3,840,53.261463,-110.04328
48_27_01,Lloydminster Roman Catholic Separate School Division,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4820,Camrose - Drumheller,Camrose - Drumheller,cd4810,Division No. 10,Division No. 10,4810039,Lloydminster (Part),48100320,48840,Lloydminster,ca with no census tracts,3,840,53.261463,-110.04328
35_B67032_704237,Holy Family French Immersion School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3560,London,London,cd3532,Oxford,Oxford,3532042,Woodstock,35320322,35544,Woodstock,ca with no census tracts,3,544,43.134588,-80.767187
35_B67032_733032,Mother Teresa Catholic Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3560,London,London,cd3539,Middlesex,Middlesex,3539036,London,35390953,35555,London,cma,1,555,43.053192,-81.238404
35_B67032_772615,St Anthony Catholic French Immersion School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3560,London,London,cd3539,Middlesex,Middlesex,3539036,London,35390914,35555,London,cma,1,555,42.931244,-81.235821
35_B67032_831190,St Mary's High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3560,London,London,cd3532,Oxford,Oxford,3532042,Woodstock,35320207,35544,Woodstock,ca with no census tracts,3,544,43.109032,-80.75161
35_B67032_806137,St. John French Immersion School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3560,London,London,cd3539,Middlesex,Middlesex,3539036,London,35390118,35555,London,cma,1,555,42.978437,-81.234001
46_06_01,êcole Bonaventure,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4660,Interlake,Interlake,cd4613,Division No. 13,Division No. 13,4613047,Selkirk,46130081,0,0,0,5,997,50.144289,-96.883639
46_06_03,êcole Selkirk,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4660,Interlake,Interlake,cd4613,Division No. 13,Division No. 13,4613047,Selkirk,46130081,0,0,0,5,997,50.144289,-96.883639
46_06_02,Lord Selkirk Regional Secondary,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4660,Interlake,Interlake,cd4613,Division No. 13,Division No. 13,4613047,Selkirk,46130080,0,0,0,5,997,50.145526,-96.888153
46_07_01,Colläge BÇliveau,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110529,46602,Winnipeg,cma,1,602,49.863021,-97.071998
46_07_02,Colläge Jeanne-SauvÇ,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46111007,46602,Winnipeg,cma,1,602,49.819009,-97.099331
46_07_03,êcole George Mcdowell,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110495,46602,Winnipeg,cma,1,602,49.809217,-97.107483
46_07_04,êcole Guyot,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46111143,46602,Winnipeg,cma,1,602,49.844306,-97.085231
46_07_05,êcole Henri-Bergeron,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110545,46602,Winnipeg,cma,1,602,49.883198,-97.112993
46_07_06,êcole Howden,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110533,46602,Winnipeg,cma,1,602,49.869125,-97.074818
46_07_07,êcole Julie-Riel,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110600,46602,Winnipeg,cma,1,602,49.822621,-97.089813
46_07_08,êcole Marie-Anne-Gaboury,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110605,46602,Winnipeg,cma,1,602,49.836715,-97.119235
46_07_09,êcole Provencher,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110811,46602,Winnipeg,cma,1,602,49.890955,-97.113958
46_07_10,êcole Saint-Germain,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110494,46602,Winnipeg,cma,1,602,49.810747,-97.101799
46_07_11,êcole Van Belleghem,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110587,46602,Winnipeg,cma,1,602,49.85367,-97.076869
46_07_12,êcole Varennes,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr46,Manitoba,Manitoba,er4650,Winnipeg,Winnipeg,cd4611,Division No. 11,Division No. 11,4611040,Winnipeg,46110613,46602,Winnipeg,cma,1,602,49.858426,-97.107914
48_28_01,LycÇe Louis Pasteur (Private),pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806016,Calgary,48062162,48825,Calgary,cma,1,825,51.017746,-114.114033
59_042_03,Eric Langton Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915075,Maple Ridge,59152456,59933,Vancouver,cma,1,933,49.22322,-122.597473
59_042_04,Golden Ears Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915075,Maple Ridge,59152442,59933,Vancouver,cma,1,933,49.216802,-122.581675
